Id,source,title,article,page_rank,timestamp,text,n_tokens,title_len,article_len,title_ratio
1090,Yahoo,"Obama brings poker traits to candidacy \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/ap/20070924/ap_po/obama_poker""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070924/capt.f66b1fe320de448bb28c38a3de4f581a.obama_poker_wx102.jpg?x=86&y=130&sig=Se1ma1alLOZxZc3Dz88TWA--"" align=""left"" height=""130"" width=""86"" alt=""Democratic presidential hopeful Sen. Barack Obama, D-Ill., speaks at a rally Thursday, Sept. 20, 2007 in Atlanta.  Barack Obama's triumph in the 2004 U.S. Senate race earned him a memorable send-off from his friends in the Illinois legislature - they emptied his wallet in a take-no-prisoners night of poker.  (AP Photo/John Bazemore)"" border=""0"" /></a>AP - Barack Obama's triumph in the 2004 U.S. Senate race earned him a memorable send-off from his friends in the Illinois legislature &#151; they emptied his wallet in a take-no-prisoners night of poker.</p><br clear=""all""/>",5,2007-09-24 13:53:28,"obama brings poker traits to candidacy \
    (ap)\
 <p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/ap/20070924/ap_po/obama_poker""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070924/capt.f66b1fe320de448bb28c38a3de4f581a.obama_poker_wx102.jpg?x=86&y=130&sig=se1ma1allozxzc3dz88twa--"" align=""left"" height=""130"" width=""86"" alt=""democratic presidential hopeful sen. barack obama, d-ill., speaks at a rally thursday, sept. 20, 2007 in atlanta.  barack obama's triumph in the 2004 u.s. senate race earned him a memorable send-off from his friends in the illinois legislature - they emptied his wallet in a take-no-prisoners night of poker.  (ap photo/john bazemore)"" border=""0"" /></a>ap - barack obama's triumph in the 2004 u.s. senate race earned him a memorable send-off from his friends in the illinois legislature &#151; they emptied his wallet in a take-no-prisoners night of poker.</p><br clear=""all""/>",94,51,888,0.05736782902137233
1091,Reuters,Harry Potter's end has publishers and fans sweating,LONDON (Reuters) - Does Harry Potter die?,5,2007-07-16 16:43:56,harry potter's end has publishers and fans sweating london (reuters) - does harry potter die?,7,51,41,1.2142857142857142
1092,BBC,Pope gives his Christmas homily,Pope John Paul II has celebrated midnight mass at St Peter's Basilica in Rome before a packed congregation.,5,2004-12-25 04:29:08,pope gives his christmas homily pope john paul ii has celebrated midnight mass at st peter's basilica in rome before a packed congregation.,18,31,107,0.28703703703703703
1093,BBC,French actor Philippe Noiret dies,"French actor Philippe Noiret, best-known for his role in Cinema Paradiso, dies in France at the age of 76.",5,2006-11-24 06:32:49,"french actor philippe noiret dies french actor philippe noiret, best-known for his role in cinema paradiso, dies in france at the age of 76.",19,33,106,0.308411214953271
1094,Yahoo,Celtic crash to first ever home Champions League defeat (AFP),AFP - Celtic crashed to their first ever Champions League defeat at Parkhead when they went down 3-1 to Spanish giants Barcelona in their Group F tie.,5,0000-00-00 00:00:00,celtic crash to first ever home champions league defeat (afp) afp - celtic crashed to their first ever champions league defeat at parkhead when they went down 3-1 to spanish giants barcelona in their group f tie.,27,61,150,0.40397350993377484
1095,Discovery,Study Confirms Pigeon Navigation Theory,"Nov. 24, 2004 - Scientists believe they have confirmed theories that homing pigeons are able to carry out their long-range navigational feat thanks to tiny magnetic particles in their upper beaks.",5,2004-11-25 07:31:53,"study confirms pigeon navigation theory nov. 24, 2004 - scientists believe they have confirmed theories that homing pigeons are able to carry out their long-range navigational feat thanks to tiny magnetic particles in their upper beaks.",31,39,196,0.19796954314720813
1096,Houston,Rumsfeld &#39;saddened&#39; by criticism,"Defending himself against allegations that he was uncaring about the suffering of soldiers in Iraq, Pentagon chief Donald Rumsfeld made an unusual personal statement Wednesday about his concern for endangered troops.",5,0000-00-00 00:00:00,"rumsfeld &#39;saddened&#39; by criticism defending himself against allegations that he was uncaring about the suffering of soldiers in iraq, pentagon chief donald rumsfeld made an unusual personal statement wednesday about his concern for endangered troops.",31,40,216,0.18433179723502305
1097,RedNova,Eminent Domain Letter is Delayed,"By Anna M. Tinsley, Fort Worth Star-Telegram, Texas  Jun. 6--Tarrant County commissioners must wait to send a letter to Gov. Rick Perry asking him to veto an eminent domain bill, because the full court must approve such a move, and one member wasn't present at Tuesday's meeting.",3,2007-06-06 20:57:02,"eminent domain letter is delayed by anna m. tinsley, fort worth star-telegram, texas  jun. 6--tarrant county commissioners must wait to send a letter to gov. rick perry asking him to veto an eminent domain bill, because the full court must approve such a move, and one member wasn't present at tuesday's meeting.",47,32,279,0.11428571428571428
1098,BBC,Pakistan's top judge is suspended,"Pakistan's top judge, Chief Justice Iftikhar Chaudhry is suspended by President Pervez Musharraf for ""misuse of authority"".",5,2007-03-09 14:41:57,"pakistan's top judge is suspended pakistan's top judge, chief justice iftikhar chaudhry is suspended by president pervez musharraf for ""misuse of authority"".",17,33,123,0.2661290322580645
1099,CBC,Former Toronto mayor has heart attack,"TORONTO - Former Toronto Mayor Mel Lastman is recovering in hospital after suffering a heart attack. Lastman, 71, was at home when he had the attack on Thursday, his family said.",5,0000-00-00 00:00:00,"former toronto mayor has heart attack toronto - former toronto mayor mel lastman is recovering in hospital after suffering a heart attack. lastman, 71, was at home when he had the attack on thursday, his family said.",31,37,178,0.20670391061452514
1100,New,US stocks: Market dips as oil rises and Google shines,"NEW YORK - US stocks slid on Thursday, ending four days of gains as oil prices continued their march higher, but Google Inc. created a buzz as shares of the internet search company surged on their debut. ",5,0000-00-00 00:00:00,"us stocks: market dips as oil rises and google shines new york - us stocks slid on thursday, ending four days of gains as oil prices continued their march higher, but google inc. created a buzz as shares of the internet search company surged on their debut. ",37,53,204,0.25853658536585367
1101,RedNova,U.S. Strikes Fallujah; Car Bomb Kills 10,"BAGHDAD, Iraq - U.S. jets struck targets in the insurgent bastion Fallujah on Friday, and U.S...",5,0000-00-00 00:00:00,"u.s. strikes fallujah; car bomb kills 10 baghdad, iraq - u.s. jets struck targets in the insurgent bastion fallujah on friday, and u.s...",16,40,96,0.41237113402061853
1102,Yahoo,"""5th Grader"" delivers first-class debut \
    (Reuters)\
","Reuters - The new Fox game show ""Are \
You Smarter Than A 5th Grader?"" delivered the highest series \
premiere on any network in viewership in nearly nine years, \
according to preliminary data released Wednesday by Nielsen \
Media Research.",5,2007-03-01 04:13:12,"""5th grader"" delivers first-class debut \
    (reuters)\
 reuters - the new fox game show ""are \
you smarter than a 5th grader?"" delivered the highest series \
premiere on any network in viewership in nearly nine years, \
according to preliminary data released wednesday by nielsen \
media research.",42,57,241,0.23553719008264462
1103,Voice,Tennis: Kuznetsova Advances to China Open Quarterfinals,US Open tennis champion Svetlana Kuznetsova of Russia has advanced to the quarterfinals of the China Open tennis tournament in Beijing with a hard-fought win over China&#39;s Li Na.,5,0000-00-00 00:00:00,tennis: kuznetsova advances to china open quarterfinals us open tennis champion svetlana kuznetsova of russia has advanced to the quarterfinals of the china open tennis tournament in beijing with a hard-fought win over china&#39;s li na.,29,55,181,0.3021978021978022
1104,New,Yahoo Expected to Reject Microsoftâs Takeover Offer,"Yahooâs board decided that Microsoftâs $44.6 billion hostile bid undervalues the company, people involved said.",5,2008-02-10 05:56:03,"yahoo expected to reject microsoftâs takeover offer yahooâs board decided that microsoftâs $44.6 billion hostile bid undervalues the company, people involved said.",15,53,115,0.45689655172413796
1105,BBC,Football: Madrid seek Robben,Real Madrid are in talks with Chelsea to sign Dutch winger Arjen Robben.,5,2007-06-07 20:22:12,football: madrid seek robben real madrid are in talks with chelsea to sign dutch winger arjen robben.,13,28,72,0.3835616438356164
1106,CNET,LED bulb is a tribute to Uncle Fester,"Much of the stuff that comes out of Hong Kong-based Brando ranges from the curious to the bizarre, but every once in awhile there's something that tickles our fancy. From Crave, CNET's gadgets blog.",3,2007-05-31 01:09:54,"led bulb is a tribute to uncle fester much of the stuff that comes out of hong kong-based brando ranges from the curious to the bizarre, but every once in awhile there's something that tickles our fancy. from crave, cnet's gadgets blog.",34,37,198,0.18592964824120603
1107,Yahoo,Baseball Deal Back on Track in D.C. (AP),"AP - The Washington Nationals are back in business. A week after the deal to move the Montreal Expos to the nation's capital appeared dead, it was revived Tuesday when the District of Columbia Council voted 7-6 to approve stadium funding legislation.",5,0000-00-00 00:00:00,"baseball deal back on track in d.c. (ap) ap - the washington nationals are back in business. a week after the deal to move the montreal expos to the nation's capital appeared dead, it was revived tuesday when the district of columbia council voted 7-6 to approve stadium funding legislation.",42,40,250,0.1593625498007968
1108,Channel,World oil prices reach new highs on supply fears,LONDON : World oil prices stormed above 54 US dollars for the first time Tuesday as strikes in Nigeria and Norway raised worries about possible supply shortages during the northern hemisphere winter.,5,0000-00-00 00:00:00,world oil prices reach new highs on supply fears london : world oil prices stormed above 54 us dollars for the first time tuesday as strikes in nigeria and norway raised worries about possible supply shortages during the northern hemisphere winter.,32,48,199,0.24
1109,Indianapolis,Lawyer says deserter believes sentence was fair,"Tokyo -- Former US Army Sgt. Charles Jenkins believes his conviction and sentence of 30 days in jail for desertion after nearly 40 years in North Korea is &quot;very fair,&quot; his defense attorney told The Associated Press on Thursday.",5,2004-11-05 09:34:03,"lawyer says deserter believes sentence was fair tokyo -- former us army sgt. charles jenkins believes his conviction and sentence of 30 days in jail for desertion after nearly 40 years in north korea is &quot;very fair,&quot; his defense attorney told the associated press on thursday.",39,47,237,0.19747899159663865
1110,Scotland,Six killed as train smashes into car at crossing,AT LEAST six people were killed and around 150 injured last night after a high-speed train packed with hundreds of passengers hit a car on a level crossing and derailed.,5,2004-11-07 02:53:09,six killed as train smashes into car at crossing at least six people were killed and around 150 injured last night after a high-speed train packed with hundreds of passengers hit a car on a level crossing and derailed.,30,48,169,0.2823529411764706
1111,Reuters,Obama wins Iowa's Democratic caucus: NBC,"DES MOINES, Iowa (Reuters) - Sen. Barack Obama won the Iowa Democratic caucus on Thursday, dealing a setback to national front-runner Hillary Clinton in the first nominating contest of the 2008 U.S. presidential election, NBC News reported.",5,2008-01-04 04:49:59,"obama wins iowa's democratic caucus: nbc des moines, iowa (reuters) - sen. barack obama won the iowa democratic caucus on thursday, dealing a setback to national front-runner hillary clinton in the first nominating contest of the 2008 u.s. presidential election, nbc news reported.",37,40,240,0.16597510373443983
1112,News24,Bird flu could kill millions,"Hong Kong - Up to 100 million people could die within weeks if a bird flu pandemic broke out, a senior World Health Organisation official warned on Monday as he urged nations to make urgent preparations to mitigate its spread.",5,2004-11-29 14:20:53,"bird flu could kill millions hong kong - up to 100 million people could die within weeks if a bird flu pandemic broke out, a senior world health organisation official warned on monday as he urged nations to make urgent preparations to mitigate its spread.",40,28,226,0.12334801762114538
1113,Washington,Judge Delays Criminal Trial For Former Enron Executives,A federal judge in Houston yesterday agreed to postpone for five months the criminal trial of several former executives in Enron Corp.,5,2004-09-02 11:17:40,judge delays criminal trial for former enron executives a federal judge in houston yesterday agreed to postpone for five months the criminal trial of several former executives in enron corp.,22,55,134,0.4074074074074074
1114,Daily,Israel considering &#39;all options&#39; to curb Iran,"A military strike is among Israel&#39;s options to prevent Iran from producing nuclear weapons, Defense Minister Shaul Mofaz said on Wednesday in the latest threat by the Jewish state against its arch-foe.",5,0000-00-00 00:00:00,"israel considering &#39;all options&#39; to curb iran a military strike is among israel&#39;s options to prevent iran from producing nuclear weapons, defense minister shaul mofaz said on wednesday in the latest threat by the jewish state against its arch-foe.",32,53,205,0.25728155339805825
1115,BBC,Powell and Annan due in Sri Lanka,"The US secretary of state and UN secretary general are to visit Sri Lanka, where tensions have grown over tsunami aid.",5,0000-00-00 00:00:00,"powell and annan due in sri lanka the us secretary of state and un secretary general are to visit sri lanka, where tensions have grown over tsunami aid.",21,33,118,0.2773109243697479
